date,arima_return
2018-03-28,-0.0008416781659920567
2018-03-29,0.0016361802235181765
2018-03-30,0.0004695390654544471
2018-04-02,-0.0005788636225768024
2018-04-03,0.00031125878057715014
2018-04-04,0.0001317762859357571
2018-04-05,3.941229474601751e-05
2018-04-06,7.855468547869607e-05
2018-04-09,0.00010668022538827403
2018-04-10,8.275785988002947e-05
2018-04-11,8.673868046304416e-05
2018-04-12,8.98701504923083e-05
2018-04-13,8.864493886431866e-05
2018-04-16,8.786808928809228e-05
