date,portfolio_value,daily_return
1962-01-02,1215.38,
1962-01-03,1220.12,0.0039000148101826504
1962-01-04,1212.26,-0.006441989312526597
1962-01-05,1189.01,-0.019179053998317208
1962-01-08,1172.38,-0.013986425681869696
1962-01-09,1183.24,0.009263208174823845
1962-01-10,1182.74,-0.0004225685406172852
1962-01-11,1195.5,0.010788508040651346
1962-01-12,1193.37,-0.0017816813048934232
1962-01-15,1192.24,-0.0009468982796616565
1962-01-16,1182.01,-0.00858048715023818
1962-01-17,1165.75,-0.013756228796710679
1962-01-18,1166.88,0.0009693330473945494
1962-01-19,1177.12,0.0087755381873027
1962-01-22,1178.5,0.001172352861220638
1962-01-23,1167.63,-0.009223589308442803
1962-01-24,1169.88,0.0019269802934147595
1962-01-25,1160.74,-0.00781276712141421
1962-01-26,1153.76,-0.00601340524148386
1962-01-29,1146.13,-0.006613160449313482
1962-01-30,1140.88,-0.004580632214495783
1962-01-31,1168.0,0.023771124044597025
1962-02-01,1181.63,0.011669520547945345
1962-02-02,1190.5,0.007506579893875376
1962-02-05,1181.5,-0.007559848803023961
1962-02-06,1185.87,0.003698688108336734
1962-02-07,1188.98,0.002622547159469635
1962-02-08,1190.99,0.001690524651381864
1962-02-09,1196.0,0.004206584438156469
1962-02-12,1196.13,0.0001086956521740845
1962-02-13,1189.5,-0.005542875774372402
1962-02-14,1187.25,-0.001891551071878994
1962-02-15,1187.13,-0.00010107391029678947
1962-02-16,1187.5,0.00031167605906667895
1962-02-19,1181.37,-0.005162105263157968
1962-02-20,1182.6399999999999,0.0010750230664398064
1962-02-21,1175.99,-0.00562301292024614
1962-02-23,1173.25,-0.002329951785304263
1962-02-26,1172.0,-0.0010654165778819502
1962-02-27,1176.5,0.0038395904436860917
1962-02-28,1172.99,-0.002983425414364582
1962-03-01,1183.75,0.009173138730935504
1962-03-02,1189.1100000000001,0.004527983104540834
1962-03-05,1186.01,-0.0026069917837712175
1962-03-06,1186.49,0.0004047183413293798
1962-03-07,1186.01,-0.0004045546106583586
1962-03-08,1191.63,0.004738577246397702
1962-03-09,1196.87,0.004397338099913384
1962-03-12,1202.49,0.004695580973706592
1962-03-13,1204.49,0.0016632154945155353
1962-03-14,1205.12,0.0005230429476374976
1962-03-15,1202.62,-0.002074482209240558
1962-03-16,1208.38,0.004789542831484805
1962-03-19,1206.63,-0.0014482199308164523
1962-03-20,1204.37,-0.0018729850907073242
1962-03-21,1201.37,-0.0024909288673746754
1962-03-22,1199.74,-0.0013567843378807787
1962-03-23,1202.87,0.0026088985946954857
1962-03-26,1197.75,-0.004256486569620854
1962-03-27,1182.63,-0.012623669380087521
1962-03-28,1185.62,0.002528263277609799
1962-03-29,1184.6100000000001,-0.0008518749683708027
1962-03-30,1173.6100000000001,-0.009285756493698338
1962-04-02,1166.5,-0.006058230587674074
1962-04-03,1142.87,-0.020257179597085395
1962-04-04,1139.8899999999999,-0.002607470665955014
1962-04-05,1155.25,0.013474984428322179
1962-04-06,1153.8600000000001,-0.0012032027699631076
1962-04-09,1152.01,-0.0016033140935642898
1962-04-10,1152.25,0.00020833152489996287
1962-04-11,1142.52,-0.0084443480147538
1962-04-12,1124.8600000000001,-0.015457059832650555
1962-04-13,1136.99,0.010783564176875204
1962-04-16,1135.63,-0.0011961406872530445
1962-04-17,1139.38,0.00330213185632644
1962-04-18,1141.75,0.0020800786392598525
1962-04-19,1144.63,0.0025224436172543996
1962-04-23,1145.76,0.0009872185771819808
1962-04-24,1147.38,0.0014139086719733296
1962-04-25,1129.74,-0.015374156774564773
1962-04-26,1112.89,-0.014914936180005944
1962-04-27,1095.62,-0.015518155433151715
1962-04-30,1051.0,-0.04072579909092555
1962-05-01,1065.88,0.01415794481446242
1962-05-02,1076.62,0.010076181183622746
1962-05-03,1093.0,0.015214281733573642
1962-05-04,1090.89,-0.0019304666056724207
1962-05-07,1076.51,-0.013181897349870408
1962-05-08,1053.0,-0.021839091137100475
1962-05-09,1035.1100000000001,-0.016989553656220235
1962-05-10,1027.75,-0.007110355421163117
1962-05-11,1014.01,-0.01336900997324253
1962-05-14,1024.25,0.010098519738464207
1962-05-15,1033.25,0.008786917256529136
1962-05-16,1036.25,0.00290345995644814
1962-05-17,1025.87,-0.010016887816646669
1962-05-18,1032.8899999999999,0.006842972306432493
1962-05-21,1028.25,-0.004492249900763801
1962-05-22,1001.5,-0.026015074155117945
1962-05-23,973.62,-0.02783824263604595
1962-05-24,949.14,-0.02514327971898689
1962-05-25,944.76,-0.004614703837157896
1962-05-28,878.25,-0.07039883144925696
1962-05-29,918.14,0.04541986905778539
1962-05-31,942.25,0.026259611823904905
1962-06-01,937.12,-0.005444414964181465
1962-06-04,889.37,-0.05095398668260198
1962-06-05,871.77,-0.01978928904730315
1962-06-06,883.0,0.012881838099498832
1962-06-07,882.74,-0.00029445073612688333
1962-06-08,887.24,0.005097763780954834
1962-06-11,869.75,-0.019712817276047123
1962-06-12,830.12,-0.04556481747628627
1962-06-13,811.76,-0.022117284248060587
1962-06-14,781.87,-0.03682122794914755
1962-06-15,828.5,0.059639070433703756
1962-06-18,821.75,-0.008147254073627042
1962-06-19,825.24,0.004247033769394504
1962-06-20,811.13,-0.017098056323009092
1962-06-21,786.62,-0.03021710453318205
1962-06-22,779.64,-0.008873407744527273
1962-06-25,787.51,0.010094402544764236
1962-06-26,775.13,-0.01572043529605971
1962-06-27,789.26,0.018229200263181644
1962-06-28,818.25,0.0367306084180119
1962-06-29,817.37,-0.0010754659333944705
1962-07-02,841.63,0.029680560823127866
1962-07-03,851.5,0.011727243563085965
1962-07-05,856.24,0.0055666470933646295
1962-07-06,843.51,-0.014867326917686663
1962-07-09,852.38,0.010515583691953934
1962-07-10,864.25,0.013925713883479185
1962-07-11,883.01,0.021706682094301488
1962-07-12,889.12,0.006919513935289556
1962-07-13,882.25,-0.007726741047327734
1962-07-16,888.62,0.007220175687163488
1962-07-17,867.51,-0.023755936170691605
1962-07-18,859.25,-0.009521504074880949
1962-07-19,867.25,0.00931044515565893
1962-07-20,875.99,0.010077832228307937
1962-07-23,876.5,0.0005821984269227531
1962-07-24,863.01,-0.015390758699372564
1962-07-25,867.25,0.004913036928888337
1962-07-26,872.88,0.006491784375900922
1962-07-27,885.38,0.014320410594812483
1962-07-30,902.37,0.019189500553434602
1962-07-31,912.88,0.01164710706251304
1962-08-01,898.25,-0.016026202786784682
1962-08-02,909.87,0.01293626495964384
1962-08-03,912.25,0.0026157582951411573
1962-08-06,901.63,-0.011641545628939487
1962-08-07,892.38,-0.01025919723168045
1962-08-08,903.12,0.012035231627781862
1962-08-09,898.14,-0.005514217379750219
1962-08-10,900.0,0.002070946623020875
1962-08-13,903.49,0.003877777777777869
1962-08-14,921.87,0.020343335288713682
1962-08-15,929.15,0.00789699198368532
1962-08-16,930.51,0.0014637033848141634
1962-08-17,936.62,0.006566291603529173
1962-08-20,943.26,0.007089321176144026
1962-08-21,939.0,-0.0045162521468099515
1962-08-22,957.62,0.01982960596379124
1962-08-23,960.87,0.003393830538209297
1962-08-24,959.5,-0.0014257912100492653
1962-08-27,955.14,-0.004544033350703525
1962-08-28,935.88,-0.020164583202462505
1962-08-29,929.62,-0.006688891738257041
1962-08-30,924.88,-0.005098857597728101
1962-08-31,940.62,0.017018424011763678
1962-09-04,923.86,-0.017818034913142378
1962-09-05,915.26,-0.009308769727014887
1962-09-06,924.26,0.009833271420143008
1962-09-07,920.11,-0.0044900785493259265
1962-09-10,922.76,0.0028800904239709713
1962-09-11,923.87,0.0012029130001300903
1962-09-12,929.38,0.005964042560100413
1962-09-13,929.12,-0.0002797563967376071
1962-09-14,933.75,0.004983209919063203
1962-09-17,939.5,0.006157965194109716
1962-09-18,934.38,-0.005449707291112271
1962-09-19,929.63,-0.005083584837004218
1962-09-20,919.7,-0.010681669051127773
1962-09-21,903.12,-0.01802761770142447
1962-09-24,876.37,-0.02961954114624854
1962-09-25,889.75,0.01526752399100828
1962-09-26,866.37,-0.026277044113515058
1962-09-27,857.62,-0.010099611020695565
1962-09-28,863.89,0.007310930248828118
1962-10-01,841.86,-0.02550093183159885
1962-10-02,859.01,0.02037155821633041
1962-10-03,859.63,0.0007217610970768895
1962-10-04,874.51,0.01730977280923196
1962-10-05,884.0,0.010851791288835955
1962-10-08,883.61,-0.0004411764705881671
1962-10-09,890.75,0.008080487998098684
1962-10-10,883.61,-0.008015717092337948
1962-10-11,877.24,-0.007209062821833201
1962-10-12,873.89,-0.0038187953125712326
1962-10-15,891.5,0.020151277620753305
1962-10-16,881.24,-0.01150869321368475
1962-10-17,883.25,0.002280876946121335
1962-10-18,872.61,-0.012046419473535241
1962-10-19,854.77,-0.020444413884782464
1962-10-22,845.12,-0.011289586672438179
1962-10-23,826.01,-0.022612173419159443
1962-10-24,853.63,0.03343785184198733
1962-10-25,849.37,-0.004990452537984802
1962-10-26,841.86,-0.00884184748696093
1962-10-29,862.88,0.024968522082056355
1962-10-30,880.13,0.019991192286296977
1962-10-31,874.88,-0.005965027893606645
1962-11-01,891.24,0.018699707388441844
1962-11-02,904.5,0.014878147300390498
1962-11-05,909.36,0.005373134328358287
1962-11-07,910.75,0.0015285475499251522
1962-11-08,900.63,-0.01111172110897607
1962-11-09,913.61,0.014412133728612275
1962-11-12,929.88,0.017808474075371228
1962-11-13,923.5,-0.006861100357035355
1962-11-14,941.63,0.019631835408771003
1962-11-15,937.37,-0.004524069963786181
1962-11-16,945.88,0.009078592231456017
1962-11-19,935.6,-0.010868186239269217
1962-11-20,942.61,0.007492518170158169
1962-11-21,947.76,0.005463553325341319
1962-11-23,963.37,0.016470414450915793
1962-11-26,957.0,-0.006612205071779287
1962-11-27,968.88,0.012413793103448256
1962-11-28,973.76,0.0050367434563620694
1962-11-29,978.75,0.005124465987512261
1962-11-30,974.14,-0.004710089399744599
1962-12-03,964.74,-0.009649537027531907
1962-12-04,983.0,0.018927379397557953
1962-12-05,985.03,0.0020651068158696884
1962-12-06,980.99,-0.004101397926966621
1962-12-07,980.13,-0.0008766654094333193
1962-12-10,961.62,-0.018885249915827518
1962-12-11,960.74,-0.0009151223976207046
1962-12-12,969.24,0.008847346836813319
1962-12-13,965.25,-0.004116627460690858
1962-12-14,970.38,0.0053146853146852635
1962-12-17,962.26,-0.00836785589150646
1962-12-18,953.0,-0.009623178766653528
1962-12-19,969.01,0.01679958027282269
1962-12-20,969.31,0.00030959432823185473
1962-12-21,961.5,-0.008057277857444922
1962-12-24,973.24,0.012210088403536101
1962-12-26,977.0,0.003863384160124994
1962-12-27,974.62,-0.002436028659160705
1962-12-28,975.63,0.0010363013276968314
1962-12-31,972.86,-0.0028391910867848758
1963-01-02,961.24,-0.011944164628004073
1963-01-03,981.49,0.021066539053722355
1963-01-04,987.38,0.00600107999062649
1963-01-07,981.13,-0.006329883125038016
1963-01-08,996.24,0.015400609501289297
1963-01-09,996.38,0.00014052838673417334
1963-01-10,1001.5,0.005138601738292614
1963-01-11,1006.74,0.005232151772341487
1963-01-14,1017.37,0.010558833462462891
1963-01-15,1017.99,0.0006094144706449978
1963-01-16,1005.0,-0.01276043968997731
1963-01-17,1015.63,0.010577114427860801
1963-01-18,1014.38,-0.0012307631716275136
1963-01-21,1015.24,0.0008478085135747992
1963-01-22,1016.87,0.0016055316969385558
